mkt_email,next_mnth_pv,age,tenure,ammount_spent,vehicle,food,beverage,art,baby,personal_care,toys,clothing,decor,cell_phones,construction,home_appliances,electronics,sports,tools,games,industry,pc,jewel,books,music_books_movies,health
1,2395.86,49.0,0.0,37.78,1,1,2,1,0,2,2,5,1,3,3,2,1,0,3,3,2,1,0,0,1,2
1,1643.19,28.0,0.0,143.61,0,0,1,1,0,2,0,0,0,1,1,2,2,1,2,5,1,1,1,0,1,3
0,103.41,67.0,0.0,68.94,1,1,0,1,2,5,3,2,1,4,0,0,2,0,2,0,1,3,0,1,1,2
1,1529.46,34.0,0.0,14.53,0,1,0,0,1,3,2,1,0,2,4,2,2,0,1,2,0,2,0,3,2,2
0,25.41,59.0,2.0,100.54,0,1,2,1,0,1,0,3,1,1,0,1,2,1,0,2,2,2,2,3,0,5
0,1.59,29.0,0.0,8.59,0,1,0,0,1,1,0,1,0,5,0,2,3,0,4,0,2,4,1,0,0,2
0,27.28,34.0,1.0,102.19,0,0,1,1,1,4,1,3,2,6,2,0,0,4,1,0,1,5,0,3,2,3
0,111.88,27.0,1.0,43.16,0,2,2,0,1,0,0,4,2,3,1,1,2,1,3,0,0,1,0,0,0,1
1,1559.31,47.0,0.0,86.04,0,1,2,1,0,2,1,3,3,2,1,2,4,0,0,1,1,1,0,2,0,2
1,1479.55,47.0,0.0,5.36,0,1,2,5,0,2,1,3,0,2,1,0,0,0,0,4,0,0,2,0,1,2
1,1584.99,28.0,0.0,70.09,0,2,2,0,0,0,1,2,0,4,0,2,0,0,0,4,2,3,0,0,0,3
1,1540.64,34.0,0.0,84.1,0,0,0,1,3,1,2,1,0,3,0,1,1,5,0,1,0,2,0,0,1,0
0,156.94,43.0,1.0,276.76,0,1,1,1,2,1,0,3,1,1,1,0,2,2,0,2,1,5,1,1,0,2
0,47.2,66.0,0.0,24.58,0,2,0,0,2,1,0,1,1,4,0,0,1,1,2,0,0,2,0,1,0,4
0,78.07,27.0,1.0,2.02,0,1,4,1,1,2,2,1,2,1,2,1,3,0,0,5,1,1,0,1,0,3
0,241.79,30.0,0.0,118.46,0,4,1,2,0,1,3,2,1,1,2,0,0,1,2,0,0,0,2,0,2,1
0,180.29,33.0,1.0,284.09,0,0,1,1,0,0,2,1,3,2,1,1,3,1,2,1,1,4,3,1,0,3
0,335.85,45.0,0.0,131.3,0,2,1,2,0,1,1,2,0,5,6,0,1,0,0,1,4,5,2,1,1,3
1,942.04,33.0,0.0,88.25,0,1,3,1,0,2,0,0,1,2,0,0,2,0,0,2,0,1,0,0,2,2
1,2058.48,69.0,1.0,257.6,0,2,1,1,1,2,4,1,2,6,1,0,5,1,2,2,0,1,0,0,2,1
1,1957.63,33.0,0.0,99.58,0,1,0,0,2,1,2,5,1,2,1,3,1,0,3,2,1,2,1,1,2,1
0,87.32,73.0,0.0,24.75,1,2,0,1,0,2,0,1,2,4,1,1,3,1,3,1,0,1,3,0,1,3
0,140.69,36.0,1.0,22.14,0,2,0,0,0,0,1,2,0,4,0,0,1,0,1,2,0,2,1,1,1,0
1,1920.34,43.0,2.0,27.29,0,1,2,0,0,0,0,5,4,5,0,0,3,2,2,1,2,3,1,0,3,0
0,0.53,38.0,0.0,30.82,0,0,1,1,0,3,1,0,1,1,3,0,2,4,1,2,1,5,2,1,0,2
0,132.91,20.0,1.0,138.93,1,1,0,3,1,0,2,3,0,2,1,1,2,1,1,0,1,0,0,4,1,1
0,47.14,33.0,0.0,141.55,0,1,1,0,1,3,0,2,1,3,0,2,3,2,0,3,2,3,0,1,2,3
1,1817.11,66.0,0.0,162.82,0,4,0,2,1,0,2,0,0,3,0,2,4,1,2,2,1,0,1,1,2,2
0,91.12,61.0,1.0,5.56,0,0,1,2,1,1,0,3,1,7,0,1,2,0,1,2,1,0,1,0,0,2
1,1423.71,36.0,1.0,82.29,0,0,3,3,0,1,3,3,1,1,1,1,3,0,1,2,1,3,0,2,0,1
0,34.78,33.0,0.0,101.8,0,2,0,1,2,0,2,3,0,5,3,2,1,0,3,1,1,0,3,0,2,2
0,60.92,43.0,1.0,80.75,0,1,1,0,4,1,1,0,2,3,0,0,2,0,1,1,0,1,0,0,2,0
1,1537.75,43.0,0.0,21.08,0,2,4,2,0,3,2,0,1,2,2,1,2,0,1,1,3,1,1,1,2,0
1,1901.85,34.0,0.0,19.03,0,2,1,0,1,1,0,1,3,2,1,1,4,3,0,4,3,2,0,3,0,0
0,50.67,23.0,0.0,91.94,0,0,1,3,0,1,2,2,1,2,1,0,2,0,0,2,0,2,0,0,0,4
1,1175.79,35.0,0.0,43.71,0,2,0,2,0,0,0,1,1,2,1,2,3,0,0,2,1,2,1,1,2,1
1,1259.69,37.0,0.0,86.64,0,1,1,1,0,0,0,2,1,6,1,1,0,0,0,1,0,2,1,0,0,3
0,41.46,42.0,1.0,11.98,0,2,1,2,0,1,1,2,1,4,0,0,2,1,1,5,1,2,1,0,2,3
1,1186.02,21.0,3.0,6.42,0,1,0,2,0,1,3,0,0,4,1,1,2,1,2,0,0,0,1,1,0,2
1,1331.1,45.0,0.0,33.46,0,1,1,0,0,0,1,0,1,3,1,2,2,0,3,2,1,2,3,1,0,1
0,72.08,41.0,1.0,25.23,0,0,1,1,3,0,1,1,1,3,1,0,2,0,1,3,0,1,0,2,1,4
0,25.32,47.0,1.0,259.77,0,0,0,1,0,1,1,2,1,7,1,1,2,1,2,2,2,2,1,1,0,1
1,838.63,27.0,1.0,10.24,0,1,0,1,0,1,2,0,0,1,3,0,6,0,1,1,0,2,0,2,1,2
0,76.19,42.0,0.0,125.54,0,2,1,2,2,1,1,6,1,2,2,0,1,3,3,4,1,3,2,1,1,2
1,1511.63,49.0,1.0,50.82,0,0,2,0,1,1,1,4,0,0,1,4,1,0,2,3,0,1,1,0,0,1
0,108.13,42.0,1.0,39.02,0,1,0,3,0,0,0,4,0,4,1,1,1,1,1,1,3,1,4,0,1,3
0,117.47,30.0,1.0,49.38,1,0,0,1,0,0,1,1,1,3,1,0,5,1,0,2,0,1,1,2,2,2
0,293.53,32.0,1.0,67.59,0,0,0,1,1,1,0,2,0,2,2,1,1,0,1,0,3,2,2,1,2,2
0,184.99,68.0,1.0,289.97,0,1,1,1,3,0,2,4,0,4,2,1,3,0,0,3,0,4,1,1,1,3
0,189.58,42.0,1.0,136.68,0,0,1,0,0,0,1,1,2,2,1,1,2,2,2,2,0,3,2,2,0,3
1,1788.78,39.0,0.0,10.12,0,1,1,2,0,0,1,1,2,2,1,2,3,1,0,6,4,0,1,1,1,0
0,0.18,29.0,0.0,55.65,0,0,2,2,0,2,2,0,5,3,2,0,1,3,2,0,0,1,1,0,2,3
0,18.78,31.0,0.0,29.57,0,1,1,1,1,0,0,1,1,7,2,1,1,2,2,3,0,1,1,1,0,2
0,12.06,40.0,1.0,200.07,0,2,0,1,2,3,0,4,0,3,1,4,4,1,3,1,1,2,3,1,0,1
1,1438.12,24.0,1.0,26.74,0,0,2,1,1,1,1,2,0,3,1,1,1,0,0,3,1,1,0,0,1,4
0,37.63,30.0,0.0,283.38,0,0,1,0,0,1,1,1,0,4,1,0,1,3,1,2,0,2,1,0,1,0
0,2.68,41.0,1.0,14.62,0,2,1,2,4,2,2,3,1,3,0,2,1,1,0,1,0,2,1,1,2,2
1,1131.27,30.0,0.0,80.31,0,0,2,0,1,4,0,2,2,1,0,0,0,0,0,0,0,1,0,1,2,4
1,45081.57,19.0,0.0,29873.07,0,0,1,0,1,1,1,0,0,2,0,1,3,3,1,4,0,2,2,3,1,2
0,234.59,48.0,0.0,337.88,0,0,2,1,0,0,2,2,0,2,3,2,3,1,2,1,0,0,2,0,1,0
0,48.24,43.0,1.0,62.06,0,1,0,1,1,1,0,0,1,4,3,1,2,1,1,3,1,1,1,1,0,5
1,1888.81,31.0,0.0,40.05,0,2,1,1,0,2,0,1,2,5,0,2,4,0,4,2,0,2,1,4,1,2
1,1162.81,33.0,0.0,65.11,0,1,0,1,1,0,0,2,0,3,0,0,0,0,0,5,0,1,2,3,0,1
1,965.82,52.0,1.0,18.1,0,0,1,1,0,0,0,1,1,0,0,0,3,1,0,4,2,1,1,1,1,1
1,1388.26,61.0,0.0,135.39,0,0,1,1,0,1,0,1,2,1,2,0,1,2,1,1,2,4,2,2,1,0
1,1491.12,35.0,0.0,85.25,0,2,0,0,0,2,0,2,3,2,0,2,0,1,1,0,1,2,0,1,0,4
0,41.12,34.0,0.0,188.18,0,1,0,2,2,1,2,1,1,4,1,2,0,0,0,6,1,1,1,1,0,0
0,132.83,42.0,0.0,10.05,0,1,1,2,2,1,1,1,0,4,1,1,3,0,1,3,0,0,0,2,0,1
1,1802.5,68.0,0.0,149.6,0,3,0,3,0,3,1,1,0,3,1,0,4,2,1,2,1,1,0,1,3,1
0,308.26,31.0,3.0,221.99,0,0,3,0,1,0,1,1,4,4,0,0,2,0,1,0,1,0,1,0,1,2
1,1749.8,48.0,1.0,190.49,0,3,2,1,0,3,0,1,0,7,1,2,2,0,0,2,1,3,0,2,0,0
0,45.0,36.0,0.0,7.92,0,1,1,0,0,0,3,1,3,2,0,2,1,1,2,0,2,3,1,0,1,2
0,72.55,41.0,0.0,181.49,1,1,2,2,0,2,1,0,1,3,1,0,2,2,1,2,0,1,1,0,2,2
1,1638.88,38.0,0.0,53.61,0,0,2,2,1,0,1,3,0,2,3,1,6,1,1,3,1,2,1,1,1,2
0,4.47,30.0,0.0,16.87,1,3,1,2,0,2,1,1,1,3,2,1,2,1,1,1,2,2,1,2,3,0
0,29.87,30.0,0.0,39.9,0,0,1,1,2,1,2,2,1,2,1,0,2,1,1,2,2,3,0,3,1,2
1,1124.65,29.0,0.0,295.47,0,1,1,3,0,0,1,3,2,0,1,1,1,0,0,2,1,3,0,0,1,1
1,1601.62,48.0,0.0,134.09,0,1,2,2,0,0,0,2,3,5,0,0,1,2,1,2,1,2,0,2,0,2
0,21.15,64.0,0.0,37.44,0,1,0,0,0,0,1,1,1,1,0,1,1,0,4,2,0,3,2,4,0,4
1,1181.84,39.0,0.0,6.43,0,2,0,0,1,2,0,0,0,3,0,1,2,3,0,0,0,3,1,4,0,1
0,190.33,31.0,0.0,48.98,0,3,3,2,0,0,2,4,0,3,1,2,2,0,0,4,0,1,1,2,1,0
0,37.67,25.0,0.0,39.79,0,0,1,2,0,0,1,0,0,5,0,1,2,0,2,2,0,2,1,1,4,1
0,64.71,26.0,3.0,18.75,0,1,0,2,1,1,0,4,2,4,0,3,5,0,1,1,2,2,2,0,3,2
1,1654.71,40.0,0.0,120.31,0,0,2,0,1,1,2,2,0,5,3,0,3,2,1,0,2,2,1,1,0,1
0,13.24,40.0,0.0,56.72,0,0,2,1,1,1,1,2,0,1,1,0,1,3,0,2,0,1,2,1,2,4
0,12.01,29.0,0.0,27.4,0,2,2,3,0,1,1,0,0,4,0,4,2,2,1,0,0,0,1,2,2,3
1,2009.34,61.0,0.0,23.52,0,1,3,0,0,0,0,2,0,4,1,0,3,2,3,5,2,2,2,1,1,3
0,419.54,41.0,1.0,189.17,0,0,2,1,0,0,2,2,2,0,0,3,3,2,0,2,0,3,1,0,0,2
0,61.15,56.0,0.0,30.11,0,0,1,0,0,0,1,1,2,1,3,2,1,1,1,5,0,3,1,2,2,3
0,205.04,55.0,0.0,30.73,0,0,0,2,0,1,0,2,0,1,2,1,4,2,3,1,0,2,1,2,1,1
1,928.48,36.0,0.0,18.58,1,2,2,0,1,0,3,0,0,0,0,0,0,1,0,1,1,1,1,0,3,1
0,69.1,25.0,1.0,5.28,1,0,2,0,1,1,1,4,2,2,2,3,3,1,1,0,1,3,1,0,3,4
0,173.26,36.0,1.0,69.72,0,2,1,0,1,4,1,2,0,2,3,3,4,0,1,2,1,4,1,0,1,3
0,271.36,22.0,0.0,223.61,0,3,1,2,0,0,0,2,0,2,1,0,4,1,0,0,1,7,2,1,0,1
1,750.09,32.0,1.0,86.1,0,1,0,2,0,1,1,0,1,1,0,0,2,0,1,2,0,1,2,2,0,0
1,1518.0,25.0,0.0,78.21,0,1,1,0,1,2,1,1,0,3,4,1,1,1,2,2,0,2,0,2,1,2
0,32.13,34.0,1.0,13.21,0,1,0,0,3,0,2,3,2,4,0,2,0,1,1,0,2,3,1,1,1,6
0,53.29,39.0,0.0,38.29,0,0,1,0,2,0,2,5,0,5,1,0,4,2,0,1,0,1,0,0,0,0
0,208.97,57.0,0.0,55.36,0,2,1,1,0,1,1,4,2,1,1,0,3,2,1,3,1,4,1,1,1,4
0,15.05,39.0,1.0,2.91,0,0,2,2,3,1,1,1,0,2,3,0,1,0,1,4,0,3,0,1,1,3
1,1744.97,28.0,0.0,22.16,0,0,1,3,1,2,0,1,1,7,0,1,3,0,1,3,0,3,0,0,0,1
0,79.98,63.0,1.0,104.95,0,0,1,1,2,1,2,3,2,0,0,1,0,3,0,1,0,4,2,2,2,3
0,88.27,24.0,1.0,20.82,0,2,2,0,0,0,0,2,1,1,0,1,3,0,3,3,0,6,2,2,0,2
0,5.27,27.0,0.0,222.88,0,0,1,2,0,0,0,1,2,2,1,0,0,2,0,1,1,0,1,3,0,5
1,1268.56,20.0,0.0,19.01,0,1,1,0,2,1,1,0,1,2,1,1,2,0,0,2,1,1,2,0,1,3
1,1883.67,30.0,0.0,109.19,0,0,0,2,1,2,3,4,2,4,1,2,3,2,0,0,1,1,1,0,0,2
0,21.76,53.0,0.0,122.54,1,2,0,1,1,1,2,2,2,0,2,0,0,2,2,0,1,3,1,1,0,1
1,1560.43,51.0,0.0,446.72,0,2,0,2,2,0,1,2,2,3,0,1,3,0,2,2,1,2,1,0,0,2
1,1359.76,57.0,0.0,304.0,0,1,1,2,1,0,0,3,1,5,2,0,1,0,0,2,0,0,0,2,1,2
0,338.93,25.0,0.0,138.48,1,0,1,0,0,1,3,1,1,0,2,0,1,1,1,5,0,2,0,1,2,1
1,1863.84,39.0,0.0,126.18,0,4,1,1,1,0,4,1,1,4,0,1,3,1,1,1,0,1,2,1,0,6
1,1481.87,32.0,0.0,10.55,0,1,0,2,3,1,1,0,1,1,0,2,2,0,1,2,1,3,0,2,0,5
0,13.94,36.0,0.0,66.89,0,0,0,2,0,1,2,0,3,1,3,0,0,0,3,4,1,3,1,0,1,1
1,1278.97,32.0,0.0,5.84,0,0,0,1,2,1,3,1,2,2,1,0,1,1,0,1,0,4,2,1,1,2
1,1516.25,33.0,0.0,25.32,0,0,2,0,1,1,2,1,1,1,0,1,1,1,3,1,2,2,2,0,1,3
0,90.64,34.0,0.0,84.61,0,2,1,3,0,1,1,5,2,3,0,2,2,0,0,2,1,0,1,1,0,1
0,64.68,34.0,0.0,0.23,0,2,0,0,1,2,1,1,3,5,0,3,2,0,0,1,1,1,3,1,0,2
0,52.37,48.0,0.0,304.57,0,1,0,1,2,1,0,0,0,4,0,1,0,3,0,3,1,0,1,1,0,0
1,1383.18,49.0,1.0,22.02,0,1,2,0,0,1,1,1,1,2,0,2,3,2,1,1,1,1,3,0,0,0
1,1876.38,54.0,0.0,551.65,0,0,1,0,0,2,0,5,2,6,3,0,1,0,2,1,0,2,1,0,1,2
0,254.3,38.0,0.0,222.5,0,0,0,0,0,0,1,3,0,4,1,1,0,0,1,5,0,4,0,0,0,1
0,6.24,42.0,0.0,23.43,0,0,1,5,1,1,1,1,2,4,2,2,2,1,1,5,0,2,1,0,0,2
0,116.83,43.0,1.0,47.45,0,0,0,1,3,0,1,2,1,1,1,2,4,0,1,4,1,4,1,0,1,0
0,258.17,34.0,0.0,36.43,0,1,2,2,0,0,1,3,4,7,0,0,1,1,0,2,3,2,1,0,4,1
1,1644.49,26.0,0.0,219.2,0,0,0,0,0,2,1,4,0,4,0,0,2,1,1,1,1,2,0,2,0,5
1,1796.56,28.0,0.0,219.8,0,1,2,1,3,1,1,3,2,1,2,2,0,1,1,1,1,1,0,1,3,2
1,1783.26,30.0,0.0,28.04,0,2,0,1,1,3,1,1,1,3,0,0,1,1,1,3,3,2,0,0,1,2
1,792.33,47.0,0.0,59.83,0,1,1,0,0,0,0,1,0,2,0,0,1,1,0,1,1,1,1,1,0,2
1,1616.92,38.0,0.0,210.85,0,2,1,4,2,0,1,5,2,3,0,0,1,0,1,0,1,1,1,4,0,1
1,1188.6,23.0,1.0,188.06,0,0,2,1,1,0,2,0,1,0,1,0,1,2,2,1,2,2,0,0,0,2
1,1475.75,36.0,0.0,55.21,0,2,1,0,1,0,0,2,0,3,0,3,0,2,0,2,0,1,1,0,0,4
1,1345.25,39.0,0.0,85.73,0,2,0,0,1,1,0,3,1,1,0,0,1,0,3,2,1,2,1,1,0,1
0,6.99,46.0,0.0,11.85,0,0,2,1,1,1,3,2,0,2,0,2,2,1,0,2,0,3,1,0,1,1
1,2126.7,34.0,0.0,103.63,0,3,1,0,0,1,0,5,2,6,0,1,2,3,0,1,2,2,1,2,0,0
0,24.36,36.0,0.0,75.26,0,1,0,1,1,1,3,1,2,4,1,0,2,0,0,2,1,3,0,2,0,2
0,9.81,35.0,1.0,51.94,1,1,2,0,1,1,3,2,2,4,1,2,2,1,0,0,0,2,1,2,0,1
1,1555.24,27.0,1.0,200.64,0,2,2,1,2,1,2,3,0,3,0,3,2,1,1,0,0,2,2,0,2,0
1,946.9,44.0,1.0,32.48,0,1,0,0,0,0,0,2,1,1,0,0,3,2,0,1,2,1,0,1,3,0
1,1743.48,45.0,1.0,23.63,0,0,0,0,0,1,2,2,1,4,2,2,4,2,0,3,1,0,2,0,2,2
1,1791.06,47.0,0.0,35.64,0,1,2,1,3,1,0,3,2,3,2,2,3,0,1,2,0,5,1,1,1,2
0,250.78,41.0,0.0,399.33,0,1,1,2,3,1,2,3,0,2,1,2,3,3,3,3,2,2,2,1,1,3
1,2091.6,25.0,0.0,37.39,1,3,1,0,1,2,4,2,2,4,1,2,1,2,1,0,1,0,2,1,2,2
0,89.81,39.0,0.0,163.44,0,2,3,0,1,1,0,4,3,6,2,1,3,1,1,1,0,1,1,0,1,3
0,56.61,56.0,0.0,8.89,0,0,0,0,0,0,1,1,1,5,0,3,0,0,0,2,1,3,2,0,0,3
0,258.91,29.0,1.0,35.18,0,3,2,0,2,0,2,1,3,1,0,1,2,1,0,0,2,3,0,1,3,4
1,1822.49,54.0,0.0,150.47,0,2,1,1,3,1,1,0,1,3,0,2,6,1,2,3,0,2,0,1,0,3
0,5.07,44.0,0.0,91.75,0,1,3,2,0,2,0,1,1,4,2,0,1,1,1,2,0,2,1,0,0,0
1,1624.06,21.0,1.0,104.6,0,1,0,2,0,1,2,2,1,3,1,2,1,2,2,1,0,2,1,0,1,0
0,289.2,22.0,0.0,549.08,0,3,1,2,0,0,0,2,0,1,0,0,1,0,2,2,0,1,1,0,0,2
0,14.74,25.0,1.0,0.82,0,1,2,1,2,2,0,2,1,3,1,0,0,2,3,2,2,3,0,1,2,2
0,41.05,26.0,0.0,27.39,0,1,1,0,0,0,0,3,3,1,0,1,2,1,2,2,1,0,3,1,1,2
1,1322.86,61.0,0.0,378.15,0,0,1,0,2,2,0,1,1,2,1,2,2,0,1,2,0,0,1,2,1,0
0,206.63,22.0,2.0,219.18,0,1,2,1,0,0,2,0,2,1,0,3,1,0,1,1,1,2,1,5,0,2
1,1927.74,39.0,0.0,70.11,0,1,2,1,0,2,5,1,0,6,1,2,3,1,0,2,1,1,1,2,1,1
0,36.51,28.0,1.0,376.22,0,3,1,2,0,1,0,2,0,1,0,0,3,2,0,3,3,3,2,1,2,3
0,147.99,50.0,0.0,8.55,0,0,0,0,0,0,1,0,1,2,2,2,2,1,2,1,3,1,3,0,3,2
1,1643.24,35.0,0.0,17.98,0,1,2,2,1,0,2,3,0,3,1,0,1,4,0,1,1,2,0,2,1,2
0,69.48,33.0,0.0,65.67,1,0,2,1,0,0,1,4,0,2,0,2,1,1,2,2,4,3,0,0,2,0
1,1384.5,27.0,0.0,73.4,0,0,0,2,1,1,1,2,0,3,1,1,0,1,1,1,3,2,1,0,1,0
1,1162.92,21.0,0.0,67.59,0,0,4,0,1,2,0,0,0,2,1,2,0,0,0,2,0,1,4,1,4,0
0,35.42,44.0,0.0,68.01,1,1,1,4,0,0,0,1,2,3,0,0,1,0,2,5,1,2,1,3,1,0
1,2480.4,34.0,0.0,186.6,0,1,1,2,0,1,2,3,2,3,2,2,3,2,1,3,0,6,1,1,2,1
0,51.33,37.0,1.0,16.7,0,0,2,0,3,0,2,1,1,3,1,0,0,1,2,1,0,1,0,2,1,3
1,1493.19,24.0,0.0,25.06,0,1,1,1,1,1,3,0,0,3,1,1,0,2,1,1,1,2,2,2,1,2
0,74.0,39.0,1.0,100.71,1,0,0,0,0,1,1,5,1,3,2,0,1,1,2,1,0,3,2,2,1,3
0,48.56,24.0,0.0,0.01,0,2,0,1,0,0,1,3,1,0,1,1,6,1,0,0,0,0,0,1,3,2
1,1527.83,47.0,0.0,49.6,0,0,0,1,1,0,3,3,2,3,1,1,2,0,0,2,3,2,0,0,0,2
0,24.55,26.0,1.0,23.4,0,1,0,2,2,3,0,1,1,2,2,1,2,1,0,1,2,1,0,2,0,4
1,1541.9,32.0,0.0,71.68,0,1,0,0,0,1,2,2,1,4,0,1,3,1,0,2,0,2,0,1,2,5
1,1219.52,32.0,0.0,18.34,0,0,1,0,1,2,5,1,1,0,0,0,0,0,1,4,0,0,1,0,1,2
1,1756.5,33.0,0.0,48.25,0,0,0,1,1,2,0,3,0,4,0,0,4,1,3,3,1,5,2,0,1,0
1,1397.66,33.0,1.0,251.96,0,0,0,2,2,0,1,3,0,2,2,0,4,1,2,0,1,2,1,1,2,1
1,1670.69,60.0,1.0,128.21,0,0,1,0,1,1,0,0,0,8,1,2,2,2,3,1,0,2,1,2,0,0
0,16.75,45.0,0.0,32.34,0,0,0,1,0,1,1,4,0,0,1,4,1,0,1,1,1,2,2,1,1,3
0,8.31,32.0,0.0,56.29,0,0,2,1,1,0,3,2,3,3,0,1,3,3,0,0,1,5,0,0,0,3
1,1813.04,29.0,0.0,91.7,0,0,1,0,2,1,0,6,0,4,1,2,1,1,0,3,0,5,2,1,2,0
1,1784.06,46.0,1.0,16.46,0,2,0,0,1,0,1,0,5,5,1,0,1,1,3,2,0,3,1,2,2,3
0,4.01,26.0,1.0,61.11,0,1,1,1,0,2,0,2,1,4,1,1,1,0,2,3,0,2,0,1,1,2
1,1295.78,28.0,0.0,119.77,0,1,1,1,1,1,1,1,3,2,0,0,0,0,1,2,0,0,3,2,0,2
1,1648.39,38.0,0.0,63.79,0,2,0,2,1,2,0,3,1,4,2,1,2,0,1,1,1,0,0,0,0,3
1,1238.1,26.0,0.0,4.42,0,1,3,0,0,1,0,2,0,2,0,2,1,0,1,1,1,4,0,2,1,3
1,1929.72,26.0,1.0,141.29,0,0,0,1,0,1,2,6,2,2,2,0,2,2,0,4,1,2,1,2,0,2
0,1.79,45.0,1.0,36.18,0,1,2,1,1,0,1,0,2,1,1,0,0,1,2,2,1,3,0,1,0,3
0,18.45,42.0,0.0,8.96,0,2,1,0,1,1,4,5,1,4,2,0,1,1,1,3,2,3,0,1,0,0
0,249.4,55.0,1.0,85.81,0,3,0,0,0,0,0,2,2,4,1,1,2,0,2,2,0,0,1,1,0,2
0,6.47,23.0,0.0,19.15,0,1,2,2,0,1,0,2,3,6,1,2,1,2,1,4,1,0,2,0,0,0
1,1621.68,27.0,0.0,51.51,0,0,0,3,0,2,0,5,2,3,0,0,2,2,1,2,0,2,1,0,0,1
1,1287.47,39.0,0.0,53.95,0,0,1,0,1,1,0,3,1,2,0,1,2,1,0,3,1,0,0,0,0,1
0,167.58,29.0,0.0,12.29,0,1,3,0,1,1,1,2,1,6,2,2,1,4,1,4,2,0,1,0,2,2
1,1927.8,28.0,1.0,31.66,0,1,1,0,4,1,1,3,0,3,1,1,3,1,0,5,1,3,1,1,0,1
0,72.56,30.0,1.0,33.34,0,0,3,0,0,1,2,2,0,5,2,0,1,0,2,0,2,1,1,1,1,2
0,91.84,47.0,2.0,9.97,0,1,1,0,3,3,2,1,1,4,0,1,1,0,2,5,1,2,2,3,3,1
0,42.88,34.0,0.0,168.02,0,2,1,0,0,1,0,1,0,0,1,2,4,0,0,1,3,1,0,1,0,6
0,2.54,26.0,0.0,129.44,0,0,4,1,1,0,0,3,0,2,2,1,3,0,3,2,1,2,2,1,0,5
1,1568.08,27.0,2.0,262.05,0,2,2,0,1,1,1,2,1,3,0,0,4,2,0,1,1,4,2,0,1,1
1,1237.73,52.0,0.0,170.22,0,0,1,1,2,0,0,2,0,1,4,2,3,0,1,3,0,4,1,0,0,0
1,1154.17,26.0,0.0,24.5,0,1,0,1,2,0,1,1,0,3,1,2,0,0,0,0,2,3,0,1,1,2
0,155.11,54.0,0.0,0.27,0,1,0,0,0,4,1,0,2,6,0,2,4,1,0,3,2,1,2,1,1,3
1,1615.7,24.0,0.0,76.33,0,2,0,2,0,1,0,1,1,2,3,0,2,2,2,4,0,1,1,2,2,2
0,17.18,40.0,0.0,14.41,0,1,0,2,1,0,0,1,0,2,2,2,1,3,1,4,1,1,0,2,0,1
1,1149.03,40.0,0.0,16.38,0,1,1,0,3,0,0,2,0,2,2,1,2,0,0,1,1,2,1,2,2,1
1,2219.09,52.0,0.0,57.13,0,4,1,2,4,0,1,2,1,5,0,2,1,1,1,2,1,0,2,0,0,4
0,96.34,74.0,0.0,49.44,0,2,1,2,1,0,1,1,3,1,1,0,2,1,0,2,0,3,0,0,0,3
0,39.24,64.0,0.0,83.0,0,1,0,0,0,3,0,2,2,2,2,2,1,1,4,3,1,1,1,1,2,2
1,1328.99,24.0,0.0,194.47,0,1,1,3,0,0,1,3,0,1,0,1,0,0,2,1,3,1,1,0,1,2
0,39.86,47.0,1.0,77.95,0,2,6,0,0,1,0,4,2,3,1,1,1,3,0,4,1,1,2,0,3,1
1,1362.19,35.0,0.0,106.69,0,1,1,1,0,0,1,4,0,3,0,2,3,0,0,1,2,4,1,2,2,1
1,1168.31,36.0,1.0,113.6,0,2,0,0,0,1,0,1,1,3,0,0,2,0,2,1,0,0,3,1,2,2
1,1499.75,30.0,0.0,53.87,1,1,1,0,0,1,1,3,3,1,0,1,2,0,3,2,0,3,2,1,1,1
1,1433.13,34.0,1.0,49.0,0,0,0,0,2,0,0,1,1,4,1,1,2,2,0,2,0,3,3,0,2,1
1,1027.39,21.0,1.0,138.63,0,0,0,0,0,2,2,0,1,0,0,0,2,1,0,1,4,2,0,0,2,2
0,73.8,38.0,1.0,59.64,0,1,1,2,1,0,0,2,0,2,1,1,2,0,0,2,1,1,0,1,0,0
1,2054.61,59.0,0.0,103.89,0,2,2,2,0,2,5,1,0,5,2,0,2,1,1,1,2,1,2,1,2,1
0,33.92,23.0,0.0,33.14,0,1,1,2,0,2,0,3,1,5,0,1,0,0,1,0,0,2,0,1,1,2
1,1552.38,34.0,0.0,300.29,0,1,0,1,0,0,1,3,0,2,1,0,2,0,2,5,1,2,0,0,1,1
1,1938.45,38.0,1.0,63.55,0,0,1,0,0,1,0,1,2,3,1,4,1,2,0,4,2,3,1,0,1,1
0,269.45,43.0,0.0,468.77,0,2,0,2,1,1,1,5,2,3,1,1,6,1,2,2,0,0,0,0,4,2
0,48.97,28.0,0.0,16.57,0,0,0,0,1,0,1,0,1,1,0,2,0,1,2,0,0,3,1,3,0,2
0,65.63,20.0,0.0,52.97,0,1,3,1,1,1,1,1,2,2,0,1,1,0,0,4,0,2,1,0,1,3
0,115.93,31.0,0.0,280.56,0,1,2,1,0,1,4,2,0,4,0,0,2,2,1,1,0,0,2,0,2,2
1,1293.79,49.0,0.0,65.61,0,1,1,0,1,0,3,1,0,1,2,0,1,1,1,1,1,3,2,0,2,2
0,43.89,48.0,0.0,88.66,0,1,3,0,2,3,1,2,3,2,1,1,4,2,1,3,0,3,0,0,0,2
