age,income,credit_score,prime_elegible,prime_card,pv,tau,categ
37.8,548.0,429.0,1,1,1277.99,700.0,complier
43.7,6612.0,18.0,1,0,3219.93,200.0,never-taker
41.1,4872.0,611.0,0,0,2780.54,700.0,complier
39.5,12397.0,118.0,1,0,5628.63,200.0,never-taker
38.4,11457.0,70.0,1,0,5340.85,200.0,never-taker
41.7,862.0,836.0,1,1,1913.18,700.0,complier
39.6,13742.0,343.0,0,0,6048.32,700.0,complier
50.2,3984.0,24.0,0,0,2406.83,200.0,never-taker
48.4,862.0,221.0,0,0,1230.67,200.0,never-taker
40.9,13854.0,215.0,1,0,6748.13,200.0,never-taker
44.8,2378.0,272.0,0,0,1400.51,700.0000000000002,complier
46.6,1225.0,43.0,1,0,751.41,200.0,never-taker
41.3,6974.0,82.0,0,0,3641.17,200.0,never-taker
49.4,1659.0,80.0,1,0,1597.47,200.0,never-taker
45.7,3234.0,171.0,1,0,1916.36,199.99999999999977,never-taker
41.6,3764.0,201.0,0,0,1826.55,700.0000000000002,complier
34.8,1844.0,733.0,1,1,1708.1599999999999,699.9999999999999,complier
38.1,2565.0,265.0,0,0,1301.68,700.0,complier
43.3,7094.0,425.0,0,0,4211.02,700.0,complier
40.2,2904.0,48.0,0,0,2129.93,200.0,never-taker
41.9,2628.0,210.0,0,0,1373.77,700.0,complier
38.9,6765.0,320.0,1,1,4550.530000000001,700.0000000000005,complier
43.0,11988.0,102.0,1,0,5593.92,200.0,never-taker
40.2,3767.0,9.0,1,0,1904.22,200.00000000000023,never-taker
35.8,1325.0,180.0,1,0,1675.3,200.0,never-taker
40.6,1543.0,485.0,0,0,967.59,700.0000000000001,complier
39.7,5133.0,47.0,0,0,2698.44,200.0,never-taker
35.8,2334.0,440.0,1,1,1728.4,700.0,complier
47.7,8664.0,68.0,0,0,4162.01,200.0,never-taker
41.7,9898.0,154.0,1,0,4799.73,200.0,never-taker
40.7,2427.0,39.0,1,0,1448.78,200.0,never-taker
45.0,2053.0,203.0,1,0,1170.26,200.0,never-taker
41.7,13237.0,522.0,0,0,6044.91,700.0,complier
45.1,7787.0,7.0,0,0,4031.75,200.0,never-taker
36.1,1119.0,10.0,1,0,829.09,200.0000000000001,never-taker
37.9,9054.0,75.0,0,0,4108.92,200.0,never-taker
44.2,11694.0,48.0,1,0,4996.28,200.0,never-taker
48.0,1544.0,222.0,0,0,962.83,699.9999999999999,complier
42.1,7343.0,43.0,1,0,3560.57,200.0,never-taker
42.9,6933.0,158.0,0,0,2937.21,200.0,never-taker
38.7,3700.0,281.0,0,0,2456.75,200.0,never-taker
41.9,3733.0,62.0,0,0,1873.51,200.00000000000023,never-taker
39.2,2356.0,44.0,1,0,1793.7,200.0,never-taker
41.4,11173.0,409.0,1,1,5652.94,700.0,complier
44.9,1353.0,4.0,0,0,512.18,200.0,never-taker
34.0,1486.0,363.0,1,1,2382.71,700.0,complier
42.9,1593.0,297.0,1,0,1470.73,200.0,never-taker
38.8,7914.0,166.0,0,0,3425.08,200.0,never-taker
39.4,2026.0,106.0,1,0,1801.73,200.0,never-taker
46.6,6628.0,16.0,1,0,2804.48,200.0,never-taker
43.2,1812.0,34.0,1,0,1623.61,200.0,never-taker
45.7,1453.0,206.0,1,0,1670.6,200.0,never-taker
34.9,11010.0,103.0,1,0,5230.62,200.0,never-taker
40.4,14021.0,13.0,0,0,6339.41,200.0,never-taker
40.2,636.0,226.0,0,0,1525.98,200.0,never-taker
39.6,4287.0,274.0,1,1,2988.57,700.0,complier
43.8,7756.0,209.0,0,0,3188.59,700.0,complier
45.6,1120.0,392.0,1,1,1977.65,700.0,complier
37.6,946.0,175.0,1,0,974.44,200.0,never-taker
38.1,987.0,58.0,1,0,358.97,200.0,never-taker
37.0,3375.0,750.0,1,1,2722.2,699.9999999999998,complier
46.6,813.0,269.0,1,1,1880.84,700.0,complier
39.9,623.0,15.0,0,0,980.01,200.0,never-taker
41.6,2695.0,391.0,1,1,2827.99,700.0,complier
40.7,658.0,220.0,1,1,1281.76,700.0,complier
38.1,9530.0,99.0,0,0,4905.85,200.0,never-taker
43.5,4892.0,578.0,0,0,2489.99,700.0,complier
43.5,4863.0,51.0,0,0,2856.0,200.0,never-taker
45.8,1609.0,357.0,0,0,1206.25,700.0,complier
41.1,11352.0,314.0,0,0,5861.35,700.0,complier
40.8,2575.0,66.0,1,0,1599.66,200.0,never-taker
39.7,8888.0,523.0,1,1,5247.15,700.0,complier
48.0,14833.0,435.0,1,1,7788.33,700.0,complier
46.0,876.0,480.0,0,0,825.14,699.9999999999999,complier
41.8,7774.0,361.0,1,1,4582.07,699.9999999999995,complier
44.6,506.0,362.0,1,1,1033.87,699.9999999999999,complier
39.7,2164.0,125.0,0,0,2392.49,200.0,never-taker
50.2,2013.0,165.0,1,0,1653.52,200.0,never-taker
39.6,3500.0,361.0,1,1,2854.54,700.0,complier
40.5,826.0,295.0,0,0,299.0,700.0,complier
40.5,684.0,157.0,1,1,994.65,700.0,complier
48.8,11514.0,363.0,0,0,5930.72,700.0,complier
42.6,6668.0,861.0,1,1,4009.48,700.0,complier
46.3,6341.0,493.0,1,1,3549.16,700.0,complier
41.6,6615.0,148.0,1,0,2915.01,200.0,never-taker
37.1,1047.0,596.0,0,0,730.69,700.0,complier
45.1,4898.0,50.0,0,0,2835.93,200.0,never-taker
39.5,7844.0,122.0,1,0,3004.81,200.0,never-taker
36.7,709.0,38.0,1,0,1351.09,200.0,never-taker
40.3,6958.0,148.0,1,0,3413.7,200.0,never-taker
44.5,7649.0,280.0,0,0,3537.42,700.0,complier
49.1,11248.0,208.0,1,0,5661.3,200.0,never-taker
36.5,2315.0,172.0,0,0,1350.9,200.0,never-taker
33.2,5179.0,464.0,0,0,2612.43,700.0,complier
45.7,6708.0,559.0,0,0,2830.43,700.0,complier
43.2,2648.0,282.0,0,0,1491.65,700.0,complier
39.7,12554.0,374.0,0,0,5131.99,700.0,complier
43.7,679.0,67.0,1,0,1205.41,200.0,never-taker
44.9,1450.0,84.0,0,0,1172.95,200.0,never-taker
49.6,2758.0,52.0,0,0,1286.38,200.0,never-taker
41.5,7071.0,23.0,1,0,3372.14,200.0,never-taker
47.1,5378.0,126.0,1,0,2450.03,200.0,never-taker
40.2,3346.0,346.0,1,1,2958.1,700.0,complier
40.0,17087.0,167.0,0,0,6949.55,200.0,never-taker
43.7,1122.0,241.0,1,1,1274.23,700.0,complier
37.5,2508.0,271.0,1,1,2065.17,700.0,complier
36.8,4687.0,30.0,0,0,1843.35,200.0,never-taker
45.9,2689.0,289.0,0,0,1862.93,200.00000000000023,never-taker
34.1,1290.0,287.0,0,0,961.29,700.0,complier
42.5,2954.0,239.0,0,0,2134.86,200.0,never-taker
40.7,6778.0,48.0,0,0,3917.19,200.00000000000045,never-taker
40.5,1973.0,313.0,1,1,2188.1400000000003,700.0000000000002,complier
36.7,2746.0,82.0,1,0,1777.31,200.0,never-taker
33.9,2336.0,579.0,0,0,1682.43,700.0000000000002,complier
39.4,1453.0,33.0,1,0,1638.84,200.0,never-taker
37.3,4757.0,11.0,0,0,3059.86,200.0,never-taker
40.3,2862.0,312.0,1,1,1663.44,700.0,complier
42.4,4225.0,73.0,1,0,2214.19,200.0,never-taker
39.0,960.0,442.0,0,0,1244.05,700.0,complier
37.7,8308.0,163.0,0,0,3789.74,200.0,never-taker
43.2,8953.0,35.0,1,0,3458.06,200.0,never-taker
39.0,2008.0,341.0,0,0,1314.35,700.0,complier
38.2,1835.0,262.0,0,0,1018.65,700.0000000000001,complier
40.8,1182.0,161.0,0,0,1464.67,200.0,never-taker
43.1,6723.0,88.0,0,0,3757.14,200.0,never-taker
50.4,8145.0,488.0,0,0,3807.37,700.0,complier
48.5,2848.0,403.0,1,1,2437.84,700.0000000000002,complier
36.9,6327.0,49.0,1,0,3544.66,200.0,never-taker
36.7,3205.0,466.0,1,1,2770.23,700.0,complier
42.3,12265.0,37.0,1,0,5180.91,200.0,never-taker
44.2,4774.0,577.0,0,0,2910.31,700.0,complier
41.5,1030.0,898.0,0,0,866.06,700.0,complier
50.7,542.0,12.0,1,0,1219.42,200.0,never-taker
46.7,2723.0,590.0,0,0,1390.81,700.0,complier
48.6,8766.0,57.0,1,0,4700.39,200.0,never-taker
40.3,1771.0,20.0,1,0,1241.73,200.0,never-taker
38.4,1190.0,32.0,1,0,607.24,200.0,never-taker
37.7,4440.0,153.0,0,0,2410.2,200.0,never-taker
41.5,1612.0,488.0,1,1,2317.79,700.0,complier
37.0,1827.0,44.0,0,0,1291.53,200.0,never-taker
39.5,623.0,215.0,1,0,1261.73,200.0,never-taker
40.3,5855.0,235.0,0,0,3536.11,200.0,never-taker
45.8,2525.0,183.0,0,0,1854.23,200.0,never-taker
40.1,4053.0,228.0,0,0,1800.12,700.0,complier
36.4,6464.0,556.0,1,1,3664.11,700.0,complier
40.2,6255.0,84.0,1,0,3299.13,200.0,never-taker
42.8,725.0,3.0,1,0,940.19,200.0,never-taker
44.2,2114.0,156.0,0,0,1285.5,200.0,never-taker
38.3,6925.0,218.0,1,0,3657.09,200.0,never-taker
44.6,787.0,540.0,1,1,1771.16,700.0,complier
47.5,15955.0,11.0,1,0,8003.75,200.0,never-taker
44.0,691.0,264.0,0,0,1167.32,200.0,never-taker
43.0,2451.0,8.0,1,0,1221.01,200.0,never-taker
40.2,4608.0,89.0,0,0,2185.73,200.0,never-taker
39.6,4107.0,612.0,0,0,3043.83,700.0,complier
33.9,3939.0,396.0,1,1,3102.65,700.0,complier
44.4,1276.0,438.0,1,1,1447.48,700.0,complier
40.6,3372.0,186.0,1,0,2281.44,200.0,never-taker
42.6,1214.0,66.0,0,0,1131.93,200.0,never-taker
44.0,645.0,3.0,1,0,914.01,200.0,never-taker
38.9,5863.0,257.0,0,0,2862.44,200.0,never-taker
46.1,2795.0,312.0,1,1,2258.34,700.0000000000002,complier
42.5,3986.0,362.0,1,1,2947.92,700.0,complier
48.0,845.0,71.0,0,0,1126.39,200.0,never-taker
42.7,8314.0,526.0,1,1,4410.6,700.0000000000005,complier
43.3,2758.0,198.0,1,0,1666.71,200.0,never-taker
40.9,1181.0,63.0,1,0,1169.47,200.0,never-taker
47.9,1468.0,406.0,0,0,1373.45,699.9999999999998,complier
33.6,4127.0,51.0,1,0,2449.58,200.0,never-taker
39.9,4714.0,513.0,0,0,2950.55,700.0,complier
40.8,746.0,661.0,0,0,1238.05,700.0,complier
35.9,2495.0,205.0,1,0,1854.87,200.0,never-taker
38.8,2818.0,45.0,1,0,1200.73,200.0,never-taker
33.3,1896.0,63.0,0,0,1734.97,200.0,never-taker
42.8,5732.0,251.0,0,0,2562.96,700.0,complier
36.4,4005.0,118.0,0,0,1918.99,199.99999999999977,never-taker
43.5,19067.0,340.0,0,0,8013.14,699.9999999999991,complier
41.0,662.0,99.0,0,0,764.69,200.0,never-taker
38.7,7240.0,302.0,0,0,3255.16,700.0,complier
35.8,5278.0,480.0,1,1,2992.09,700.0,complier
39.3,16099.0,418.0,0,0,7105.4,700.0,complier
43.2,2773.0,62.0,0,0,2156.7,200.0,never-taker
41.5,4483.0,591.0,1,1,3180.93,700.0,complier
44.7,12185.0,126.0,1,0,6017.5,200.0,never-taker
38.8,6290.0,92.0,1,0,2958.5,200.0,never-taker
48.4,5516.0,131.0,1,0,2828.58,200.0,never-taker
41.0,1071.0,293.0,0,0,647.13,700.0000000000001,complier
38.6,5619.0,76.0,1,0,3087.1,200.0,never-taker
47.2,28920.0,33.0,1,0,12485.74,200.0,never-taker
47.4,620.0,376.0,0,0,1356.03,699.9999999999998,complier
41.6,7899.0,107.0,0,0,3985.98,199.99999999999955,never-taker
40.1,3265.0,110.0,1,0,1498.03,200.0,never-taker
45.6,12998.0,591.0,1,1,6445.3,700.0,complier
38.4,1095.0,95.0,0,0,1891.51,200.00000000000023,never-taker
45.7,5314.0,180.0,0,0,3037.86,200.0,never-taker
36.5,1357.0,89.0,1,0,1348.24,200.0,never-taker
41.7,4280.0,322.0,0,0,3000.84,200.0,never-taker
42.0,3356.0,125.0,0,0,2192.57,200.0,never-taker
46.8,10034.0,213.0,1,1,5135.88,700.0,complier
34.7,16613.0,10.0,1,0,7697.02,200.0,never-taker
42.9,8608.0,131.0,0,0,4377.1,200.0,never-taker
41.5,3116.0,442.0,1,1,2454.45,699.9999999999998,complier
42.0,8243.0,144.0,0,0,3275.26,200.0,never-taker
38.5,1175.0,497.0,0,0,1350.19,700.0,complier
36.8,567.0,646.0,0,0,777.97,700.0,complier
40.1,4434.0,103.0,0,0,2130.7,200.0,never-taker
41.0,2765.0,466.0,1,1,2549.52,700.0,complier
47.9,9526.0,28.0,1,0,4297.41,200.0,never-taker
42.4,6317.0,226.0,0,0,3309.15,700.0,complier
42.0,1356.0,92.0,0,0,1324.56,200.0,never-taker
44.8,3922.0,158.0,0,0,1776.01,200.0,never-taker
35.6,3862.0,713.0,1,1,2783.1,700.0,complier
44.9,2501.0,92.0,1,0,1311.99,200.0,never-taker
45.7,2607.0,180.0,0,0,1205.77,700.0,complier
45.6,2480.0,23.0,1,0,1589.24,200.0,never-taker
40.7,6103.0,313.0,0,0,2609.27,700.0,complier
37.1,1859.0,607.0,0,0,1303.04,700.0,complier
38.1,3009.0,330.0,1,1,2170.25,700.0,complier
43.0,4226.0,448.0,1,1,3133.28,700.0,complier
44.1,3871.0,218.0,1,0,2294.47,200.0,never-taker
47.1,12659.0,48.0,0,0,5863.97,200.0,never-taker
48.1,6886.0,409.0,0,0,3754.65,699.9999999999995,complier
45.5,1725.0,579.0,0,0,1203.07,700.0,complier
42.1,1675.0,112.0,0,0,709.39,200.0,never-taker
43.1,1946.0,68.0,1,0,1119.77,200.0,never-taker
41.1,4939.0,58.0,1,0,2692.58,200.0,never-taker
46.2,9310.0,545.0,0,0,4280.06,700.0,complier
44.4,5511.0,264.0,0,0,3086.26,700.0,complier
42.9,15534.0,130.0,0,0,6736.64,200.0,never-taker
37.0,870.0,270.0,1,0,1209.27,200.0,never-taker
46.2,3165.0,886.0,0,0,2285.71,700.0,complier
35.9,4407.0,251.0,0,0,2673.97,200.0,never-taker
46.9,2336.0,300.0,0,0,1548.02,700.0,complier
45.9,2999.0,347.0,0,0,2436.4,700.0,complier
35.7,1055.0,155.0,1,0,503.39,200.0,never-taker
41.8,27839.0,77.0,1,0,12298.72,200.0,never-taker
37.0,1219.0,159.0,1,1,1325.77,700.0,complier
41.4,2994.0,258.0,0,0,1622.83,700.0,complier
44.2,2363.0,630.0,0,0,1603.11,699.9999999999998,complier
41.5,8539.0,64.0,0,0,3842.39,200.0,never-taker
36.5,3165.0,216.0,0,0,1591.56,700.0,complier
43.0,18843.0,103.0,0,0,8638.48,200.0,never-taker
43.0,12459.0,234.0,1,0,6211.89,200.0,never-taker
41.9,2677.0,327.0,0,0,1499.44,700.0,complier
37.8,3959.0,1.0,0,0,2556.42,200.0,never-taker
40.6,504.0,51.0,0,0,670.68,200.0,never-taker
43.1,1310.0,408.0,0,0,1259.19,700.0,complier
41.4,1790.0,212.0,0,0,1832.9,200.0,never-taker
50.5,2040.0,47.0,1,0,1804.68,200.0,never-taker
43.0,2458.0,311.0,0,0,1750.94,700.0,complier
41.2,1338.0,90.0,0,0,1414.95,200.0,never-taker
43.9,4588.0,209.0,0,0,2714.46,200.0,never-taker
37.6,2801.0,108.0,0,0,1431.53,200.0,never-taker
43.7,13399.0,504.0,1,1,6452.43,700.0,complier
48.5,1467.0,49.0,1,0,780.42,200.0,never-taker
38.5,5014.0,312.0,1,1,2790.06,700.0,complier
43.2,7743.0,20.0,1,0,3386.18,200.0,never-taker
45.1,2045.0,212.0,0,0,1337.84,200.0,never-taker
35.2,6758.0,289.0,1,0,3882.94,200.0,never-taker
48.6,6488.0,526.0,1,1,4022.01,700.0,complier
37.8,1825.0,412.0,0,0,1227.34,700.0,complier
40.7,3398.0,14.0,0,0,1442.66,200.0,never-taker
43.5,3117.0,208.0,1,0,1731.81,200.0,never-taker
41.1,2621.0,140.0,1,0,1522.24,200.0,never-taker
45.2,4616.0,559.0,1,1,3054.87,700.0,complier
42.6,755.0,316.0,1,1,1846.36,700.0,complier
44.3,2223.0,150.0,1,0,1175.52,200.0,never-taker
42.3,1628.0,260.0,1,1,1507.9099999999999,699.9999999999999,complier
47.9,3634.0,204.0,1,0,2821.49,200.0,never-taker
33.9,4477.0,306.0,1,1,2765.16,700.0,complier
43.5,839.0,48.0,1,0,428.0,200.0,never-taker
40.8,1693.0,379.0,1,1,1922.98,700.0,complier
38.2,761.0,149.0,0,0,806.89,200.0,never-taker
38.8,1229.0,163.0,1,0,1616.38,200.0,never-taker
39.7,1021.0,319.0,1,1,1968.62,700.0,complier
44.3,652.0,677.0,1,1,2225.55,700.0000000000002,complier
38.4,767.0,149.0,0,0,740.15,200.0,never-taker
41.3,5164.0,320.0,0,0,3082.29,200.0,never-taker
43.1,1660.0,452.0,0,0,1376.85,700.0,complier
37.4,2938.0,168.0,0,0,2345.74,200.0,never-taker
46.4,3788.0,45.0,1,0,1985.57,199.99999999999977,never-taker
51.7,603.0,118.0,1,0,1043.88,200.0,never-taker
39.3,1656.0,5.0,0,0,1826.42,200.0,never-taker
45.7,28470.0,74.0,0,0,12390.89,200.0,never-taker
40.8,10422.0,19.0,1,0,4437.01,200.0,never-taker
44.1,2401.0,618.0,0,0,2025.27,700.0,complier
41.3,3857.0,47.0,1,0,1842.37,200.0,never-taker
50.8,595.0,85.0,1,0,1019.39,199.9999999999999,never-taker
40.7,21049.0,217.0,0,0,8541.29,700.0,complier
45.2,832.0,222.0,1,1,928.95,700.0,complier
44.4,2541.0,55.0,0,0,686.67,200.0,never-taker
37.7,856.0,491.0,1,1,1428.79,700.0,complier
33.4,10682.0,200.0,1,1,5320.28,700.0,complier
44.3,4151.0,375.0,0,0,2112.32,700.0,complier
45.4,4427.0,182.0,1,0,2765.38,200.0,never-taker
39.9,1177.0,62.0,1,0,1049.35,200.0,never-taker
39.5,964.0,474.0,0,0,817.59,700.0000000000001,complier
45.9,2852.0,57.0,1,0,1655.58,200.0,never-taker
45.4,2107.0,487.0,1,1,1819.59,700.0,complier
45.8,9568.0,668.0,0,0,4302.82,700.0,complier
43.0,993.0,77.0,1,0,1630.08,200.0,never-taker
38.8,576.0,273.0,0,0,805.95,200.0,never-taker
37.1,1276.0,21.0,1,0,1321.1,200.0,never-taker
34.0,2454.0,335.0,1,1,2192.8599999999997,699.9999999999998,complier
41.8,4296.0,133.0,0,0,2360.61,200.0,never-taker
49.7,4974.0,118.0,1,0,2640.11,200.0,never-taker
43.9,4539.0,332.0,1,1,3163.11,700.0,complier
41.7,7866.0,256.0,1,0,4111.21,200.0,never-taker
35.9,931.0,52.0,0,0,454.16,200.00000000000006,never-taker
39.3,1003.0,330.0,1,1,1183.78,700.0,complier
42.0,1037.0,255.0,1,0,1562.21,200.0,never-taker
41.1,1571.0,602.0,1,1,2402.26,700.0000000000002,complier
45.6,5565.0,333.0,1,1,2930.23,700.0,complier
41.4,1753.0,205.0,0,0,2140.06,200.0,never-taker
44.8,1995.0,151.0,1,0,2100.91,200.0,never-taker
41.5,1810.0,554.0,1,1,1927.49,700.0,complier
41.2,1188.0,85.0,1,0,842.35,199.9999999999999,never-taker
47.0,8424.0,255.0,1,1,4702.860000000001,700.0000000000005,complier
39.0,2731.0,312.0,1,1,2156.51,700.0000000000002,complier
40.9,16441.0,379.0,1,1,7484.35,700.0,complier
36.8,773.0,117.0,0,0,1504.14,200.0,never-taker
42.4,1449.0,143.0,1,0,807.19,200.0,never-taker
46.3,1186.0,211.0,0,0,1006.36,200.0000000000001,never-taker
44.7,1436.0,391.0,1,1,2446.3599999999997,699.9999999999998,complier
44.9,1932.0,139.0,0,0,1845.53,200.0,never-taker
46.2,1905.0,370.0,0,0,1007.79,700.0,complier
44.5,8787.0,476.0,1,1,4786.74,700.0,complier
45.0,4485.0,24.0,1,0,1929.14,200.00000000000023,never-taker
43.6,16413.0,21.0,0,0,6991.2,200.0,never-taker
38.1,1012.0,219.0,1,0,1200.53,200.0,never-taker
44.1,4993.0,373.0,1,1,3284.43,700.0,complier
45.8,4182.0,586.0,1,1,2904.01,700.0,complier
38.4,901.0,89.0,0,0,947.11,200.0000000000001,never-taker
42.9,3022.0,683.0,0,0,1423.9,700.0,complier
46.3,3839.0,521.0,1,1,2745.8599999999997,699.9999999999998,complier
40.5,567.0,304.0,0,0,715.76,700.0,complier
36.7,10847.0,627.0,1,1,4981.56,700.0,complier
42.2,1577.0,84.0,0,0,811.97,200.0,never-taker
48.4,683.0,773.0,1,1,1279.1,699.9999999999999,complier
38.3,2884.0,103.0,1,0,1606.91,200.0,never-taker
41.6,4656.0,350.0,1,1,2689.06,700.0,complier
39.0,7289.0,405.0,0,0,3833.4,699.9999999999995,complier
40.6,5357.0,329.0,1,1,3005.01,700.0,complier
42.9,4819.0,374.0,1,1,3044.05,700.0,complier
47.9,6259.0,8.0,1,0,2940.73,200.0,never-taker
39.1,3156.0,505.0,1,1,2604.44,700.0,complier
39.2,1088.0,341.0,1,1,1652.2,700.0,complier
38.5,1278.0,114.0,1,0,1029.28,200.0,never-taker
37.6,2142.0,397.0,0,0,1206.05,700.0,complier
35.9,4603.0,445.0,1,1,3523.49,700.0,complier
38.6,10608.0,692.0,0,0,4553.05,700.0,complier
41.6,4669.0,139.0,1,0,2075.6,200.0,never-taker
42.2,4557.0,286.0,0,0,2429.67,700.0,complier
46.7,12939.0,363.0,1,1,6081.04,700.0,complier
38.7,10849.0,547.0,0,0,4586.13,700.0,complier
38.9,1173.0,436.0,0,0,1130.13,700.0,complier
39.0,1063.0,437.0,1,1,1213.01,700.0,complier
42.8,2897.0,280.0,1,1,2599.2799999999997,699.9999999999998,complier
41.4,3670.0,746.0,0,0,2349.48,700.0,complier
45.1,9885.0,402.0,1,1,5415.86,700.0,complier
38.8,3304.0,316.0,1,1,2521.41,699.9999999999998,complier
45.7,2531.0,287.0,0,0,1769.09,700.0000000000002,complier
45.8,1180.0,226.0,1,0,1075.76,200.0,never-taker
41.0,12298.0,576.0,1,1,6285.71,700.0,complier
39.5,2479.0,579.0,1,1,2839.66,700.0,complier
42.7,5780.0,517.0,0,0,2640.59,700.0,complier
38.8,2272.0,293.0,0,0,1642.69,700.0,complier
50.0,1844.0,298.0,0,0,1678.76,200.0,never-taker
42.6,5830.0,558.0,1,1,3514.93,700.0,complier
45.2,5899.0,100.0,1,0,2853.3,200.0,never-taker
36.9,6995.0,14.0,0,0,3105.35,200.0,never-taker
35.0,1334.0,723.0,0,0,1225.74,700.0,complier
44.7,1673.0,182.0,1,0,1473.39,200.0,never-taker
44.1,5011.0,449.0,0,0,3043.4,700.0,complier
39.0,1164.0,50.0,0,0,1526.85,200.0,never-taker
39.7,2747.0,114.0,0,0,1415.05,200.0,never-taker
39.3,4858.0,81.0,0,0,1917.28,199.99999999999977,never-taker
42.9,7596.0,71.0,1,0,3815.8,200.0,never-taker
45.7,6810.0,576.0,1,1,4079.84,700.0,complier
35.8,603.0,184.0,0,0,365.15,700.0000000000001,complier
43.9,9288.0,318.0,0,0,4461.04,700.0,complier
38.5,1535.0,128.0,0,0,1687.93,200.0,never-taker
39.9,837.0,592.0,0,0,671.76,700.0,complier
41.4,1692.0,231.0,0,0,1232.02,200.0,never-taker
36.6,907.0,200.0,1,0,1626.24,200.0,never-taker
53.4,2010.0,119.0,1,0,1016.99,200.0,never-taker
51.7,1034.0,136.0,1,0,1323.08,200.0,never-taker
45.0,5129.0,155.0,0,0,3077.78,200.0,never-taker
44.6,2651.0,11.0,0,0,1554.39,200.0,never-taker
37.8,1386.0,113.0,1,0,1533.72,200.0,never-taker
51.5,4240.0,311.0,0,0,1813.71,700.0,complier
42.1,1429.0,161.0,1,1,1423.25,700.0,complier
41.5,6591.0,290.0,0,0,3545.7,700.0,complier
46.8,2406.0,448.0,1,1,2678.7799999999997,699.9999999999998,complier
43.0,1137.0,173.0,0,0,1301.32,200.0,never-taker
38.9,6548.0,709.0,0,0,2946.78,700.0,complier
41.1,1507.0,283.0,1,1,1277.17,700.0000000000001,complier
40.5,5410.0,163.0,1,0,2637.7,200.0,never-taker
42.3,7389.0,35.0,0,0,3621.8,200.0,never-taker
44.2,3354.0,180.0,0,0,1657.08,200.0,never-taker
44.1,7922.0,38.0,1,0,3999.14,199.99999999999955,never-taker
47.2,3518.0,666.0,1,1,3115.22,700.0,complier
42.0,2926.0,489.0,1,1,2683.79,700.0,complier
45.8,4518.0,349.0,0,0,2424.86,700.0,complier
48.8,648.0,78.0,0,0,1379.16,200.0,never-taker
37.1,635.0,169.0,1,1,1376.55,700.0,complier
44.9,2732.0,63.0,0,0,1934.41,199.99999999999977,never-taker
37.7,8634.0,84.0,0,0,3671.56,200.0,never-taker
36.0,2616.0,148.0,0,0,1842.56,200.0,never-taker
48.3,6138.0,449.0,0,0,3326.73,700.0,complier
46.5,8705.0,710.0,1,1,5277.64,700.0,complier
44.1,6531.0,185.0,0,0,3053.0,200.0,never-taker
40.1,1575.0,193.0,1,0,1516.05,200.0,never-taker
48.0,8811.0,43.0,1,0,4454.59,200.0,never-taker
36.5,849.0,80.0,1,0,938.48,200.0,never-taker
42.3,16313.0,418.0,0,0,7220.27,700.0,complier
43.9,8287.0,113.0,1,0,4191.88,200.0,never-taker
47.1,7509.0,480.0,1,1,4575.0599999999995,699.9999999999995,complier
35.9,4367.0,165.0,1,0,2447.5,200.0,never-taker
29.7,555.0,108.0,0,0,783.5,200.0,never-taker
42.5,12158.0,38.0,0,0,5469.16,200.0,never-taker
43.3,5192.0,773.0,1,1,3448.47,700.0,complier
42.7,5786.0,561.0,0,0,2862.28,700.0,complier
38.5,569.0,452.0,1,1,1537.02,700.0,complier
41.8,1307.0,218.0,0,0,1086.09,200.0,never-taker
35.8,977.0,470.0,0,0,1058.57,700.0,complier
43.7,8185.0,11.0,1,0,4554.85,200.0,never-taker
45.6,3809.0,453.0,1,1,3046.49,700.0,complier
39.1,1367.0,32.0,0,0,1319.48,200.0,never-taker
34.0,3690.0,544.0,1,1,2527.84,700.0000000000002,complier
41.5,1832.0,633.0,0,0,1515.09,700.0000000000002,complier
41.2,1073.0,31.0,1,0,820.33,200.0,never-taker
41.7,5738.0,215.0,0,0,3267.25,200.0,never-taker
47.2,11392.0,98.0,1,0,5645.08,200.0,never-taker
42.6,5518.0,16.0,0,0,3471.29,200.0,never-taker
50.3,1503.0,102.0,0,0,1166.0,200.0,never-taker
43.5,14585.0,446.0,0,0,6590.64,700.0,complier
37.7,11564.0,123.0,1,0,5183.64,200.0,never-taker
46.5,4472.0,249.0,1,0,2611.81,200.0,never-taker
41.6,3621.0,140.0,1,0,2011.13,200.0,never-taker
40.0,686.0,86.0,0,0,526.44,200.0,never-taker
43.1,3672.0,82.0,1,0,2557.99,200.0,never-taker
42.5,5332.0,386.0,0,0,2750.71,700.0,complier
35.8,3413.0,70.0,1,0,1806.92,200.0,never-taker
38.6,3478.0,85.0,0,0,1674.5,200.0,never-taker
46.6,5727.0,24.0,0,0,2886.31,200.0,never-taker
42.7,2716.0,325.0,1,1,2938.15,700.0,complier
44.6,1612.0,294.0,0,0,1294.81,700.0,complier
46.1,683.0,152.0,1,0,1107.91,200.0,never-taker
49.2,4863.0,382.0,0,0,2825.28,700.0,complier
39.4,2442.0,17.0,0,0,1643.92,200.0,never-taker
39.2,1470.0,454.0,1,1,2139.45,699.9999999999998,complier
38.3,1597.0,99.0,0,0,1232.66,200.0,never-taker
39.6,3303.0,539.0,0,0,1675.32,699.9999999999998,complier
38.3,4451.0,398.0,1,1,3089.31,700.0,complier
41.9,15079.0,77.0,1,0,6313.52,200.0,never-taker
41.6,5200.0,65.0,1,0,3492.42,200.0,never-taker
